60,0.46553
40,0.25325
30,0.32472
20,0.36083
50,0.77004
10,0.6952
70,0.46261
80,0.4705
90,0.48248
,
10,0.6952
20,0.36083
30,0.32472
40,0.25325
50,0.77004
60,0.46553
70,0.46261
80,0.4705
90,0.48248
